Year,County,NCICCode,TotalStructural_sum,TotalMobile_sum,TotalOther_sum,GrandTotal_sum,GrandTotClr_sum
2000,Ventura County,CSU Channel Islands,0,0,0,0,0
2000,Ventura County,CA Highway Patrol - Ventura,0,0,0,0,0
2000,Yolo County,Yolo Co. Sheriff's Department,2,7,0,9,0
2000,Yolo County,Davis,8,2,17,27,4
2000,Yolo County,Winters,0,0,1,1,1
2000,Yolo County,Woodland,8,10,12,30,4
2000,Yolo County,West Sacramento,9,2,6,17,3
2000,Yolo County,Union Pacific RR - Yolo,0,0,0,0,0
2000,Yolo County,UC Davis,2,0,4,6,2
2000,Yolo County,CA Highway Patrol - Yolo,0,0,0,0,0
2000,Yuba County,Yuba Co. Sheriff's Department,12,3,3,18,1
2000,Yuba County,Marysville,0,0,0,0,0
2000,Yuba County,Wheatland,0,0,0,0,0
2000,Yuba County,Union Pacific RR - Yuba,0,1,0,1,0
2000,Yuba County,CA Highway Patrol - Yuba,0,0,0,0,0
2001,Alameda County,Alameda Co. Sheriff's Department,13,21,26,60,8
2001,Alameda County,Alameda,17,1,6,24,6
2001,Alameda County,Albany,4,1,0,5,0
2001,Alameda County,Berkeley,17,18,16,51,8
2001,Alameda County,Emeryville,0,0,0,0,0
2001,Alameda County,Fremont,11,17,13,41,5
2001,Alameda County,Hayward,18,35,8,61,7
2001,Alameda County,Livermore,2,2,17,21,4
2001,Alameda County,Newark,1,3,6,10,0
2001,Alameda County,Oakland,105,210,13,328,15
2001,Alameda County,Piedmont,0,0,4,4,1
2001,Alameda County,Pleasanton,6,1,3,10,1
2001,Alameda County,San Leandro,10,7,2,19,12
2001,Alameda County,Union City,17,8,4,29,3
2001,Alameda County,Alameda E. Bay Reg. Park Dist.,4,0,7,11,0
2001,Alameda County,CSU East Bay,0,0,0,0,0
2001,Alameda County,Union Pacific RR - Alameda,0,0,0,0,0
2001,Alameda County,Alameda BART,0,0,0,0,0
2001,Alameda County,UC Lawrence-Livermore,0,0,0,0,0
2001,Alameda County,Dublin,2,0,1,3,1
2001,Alameda County,Alameda E. Bay Mun. Util. Dist.,0,0,1,1,0
2001,Alameda County,UC Berkeley,1,0,2,3,0
2001,Alameda County,CA Highway Patrol - Alameda,0,0,0,0,0
2001,Alpine County,Alpine Co. Sheriff's Department,0,0,0,0,0
2001,Alpine County,CA Highway Patrol - Alpine,0,0,0,0,0
2001,Amador County,Amador Co. Sheriff's Department,0,0,0,0,0
2001,Amador County,Ione,0,0,0,0,0
2001,Amador County,Jackson,0,0,2,2,2
2001,Amador County,Sutter Creek,0,0,0,0,0
2001,Amador County,Union Pacific RR - Amador,0,0,0,0,0
2001,Amador County,CA Highway Patrol - Amador,0,0,0,0,0
2001,Butte County,Butte Co. Sheriff's Department,13,27,82,122,7
2001,Butte County,Biggs,0,0,0,0,0
2001,Butte County,Chico,4,13,79,96,11
2001,Butte County,Gridley,0,0,0,0,0
2001,Butte County,Oroville,1,0,0,1,0
2001,Butte County,Paradise,1,0,3,4,0
2001,Butte County,Union Pacific RR - Butte,0,0,0,0,0
2001,Butte County,Northern Buttes DPR,0,1,1,2,1
2001,Butte County,CSU Chico,0,0,1,1,0
2001,Butte County,CA Highway Patrol - Butte,0,0,0,0,0
2001,Calaveras County,Calaveras Co. Sheriff's Department,1,4,15,20,1
2001,Calaveras County,Angels Camp,0,0,0,0,0
2001,Calaveras County,Union Pacific RR - Calaveras,0,0,0,0,0
2001,Calaveras County,Calaveras DPR,1,0,0,1,0
2001,Calaveras County,CA Highway Patrol - Calaveras,0,0,0,0,0
2001,Colusa County,Colusa Co. Sheriff's Department,1,1,1,3,0
2001,Colusa County,Colusa,2,0,0,2,1
2001,Colusa County,Williams,0,0,0,0,0
2001,Colusa County,Union Pacific RR - Colusa,0,0,0,0,0
2001,Colusa County,CA Highway Patrol - Colusa,0,0,0,0,0
2001,Contra Costa County,Contra Costa Co. Sheriff's Department,8,21,7,36,7
2001,Contra Costa County,Antioch,10,11,9,30,7
2001,Contra Costa County,Brentwood,2,1,5,8,4
2001,Contra Costa County,Clayton,2,0,0,2,0
2001,Contra Costa County,Concord,6,2,2,10,3
2001,Contra Costa County,El Cerrito,3,2,2,7,0
2001,Contra Costa County,Hercules,0,1,1,2,0
2001,Contra Costa County,Pinole,2,2,4,8,0
2001,Contra Costa County,Pittsburg,3,0,2,5,3
2001,Contra Costa County,Pleasant Hill,6,2,0,8,2
2001,Contra Costa County,Richmond,18,68,9,95,5
2001,Contra Costa County,San Pablo,9,5,1,15,0
2001,Contra Costa County,Walnut Creek,11,2,17,30,2
2001,Contra Costa County,Kensington,0,0,0,0,0
2001,Contra Costa County,Martinez,6,6,5,17,1
2001,Contra Costa County,Lafayette,0,0,2,2,0
2001,Contra Costa County,Moraga,1,0,0,1,0
2001,Contra Costa County,Contra Costa E. Bay Reg. Park Dist.,1,1,4,6,0
2001,Contra Costa County,Contra Costa BART,0,2,0,2,0
2014,Contra Costa County,Contra Costa Community College,0,0,0,0,0
2001,Contra Costa County,Danville,2,1,6,9,1
2001,Contra Costa County,San Ramon,1,0,2,3,1
2001,Contra Costa County,Orinda,0,0,2,2,1
2001,Contra Costa County,Union Pacific RR - Contra Costa,0,0,0,0,0
2001,Contra Costa County,Oakley,3,4,0,7,1
2001,Contra Costa County,CA Highway Patrol - Contra Costa,0,0,0,0,0
2001,Del Norte County,Del Norte Co. Sheriff's Department,3,1,3,7,2
2001,Del Norte County,Crescent City,0,0,0,0,0
2001,Del Norte County,CA Highway Patrol - Del Norte,0,0,0,0,0
2001,El Dorado County,El Dorado Co. Sheriff's Department,9,2,2,13,1
2001,El Dorado County,Placerville,1,0,2,3,1
2001,El Dorado County,South Lake Tahoe,1,0,0,1,0
2001,El Dorado County,Union Pacific RR - El Dorado,0,0,0,0,0
2001,El Dorado County,CA Highway Patrol - El Dorado,0,0,0,0,0
1987,Fresno County,Kerman,0,0,0,0,0
1988,Fresno County,Kerman,1,0,0,1,0
1989,Fresno County,Kerman,0,1,1,2,1
1990,Fresno County,Kerman,1,1,0,2,0
1991,Fresno County,Kerman,2,0,0,2,0
1992,Fresno County,Kerman,1,0,1,2,0
1993,Fresno County,Kerman,1,1,1,3,0
1994,Fresno County,Kerman,1,0,2,3,1
1995,Fresno County,Kerman,4,1,2,7,3
1996,Fresno County,Kerman,1,1,1,3,0
1997,Fresno County,Kerman,0,0,0,0,0
1998,Fresno County,Kerman,0,0,1,1,0
1999,Fresno County,Kerman,1,1,1,3,1
2000,Fresno County,Kerman,2,0,1,3,0
2001,Fresno County,Kerman,0,0,0,0,0
2002,Fresno County,Kerman,2,0,0,2,2
2003,Fresno County,Kerman,2,0,1,3,1
2004,Fresno County,Kerman,3,4,1,8,3
2005,Fresno County,Kerman,4,0,0,4,0
2001,Glenn County,Glenn Co. Sheriff's Department,0,0,0,0,0
2001,Glenn County,Orland,1,5,1,7,1
2001,Glenn County,Willows,0,0,0,0,0
2001,Glenn County,Union Pacific RR - Glenn,0,0,0,0,0
2001,Glenn County,CA Highway Patrol - Glenn,0,0,0,0,0
2001,Humboldt County,Humboldt Co. Sheriff's Department,5,2,2,9,6
2001,Humboldt County,Arcata,3,3,5,11,2
2001,Humboldt County,Blue Lake,0,0,0,0,0
2001,Humboldt County,Eureka,24,10,15,49,7
2001,Humboldt County,Ferndale,0,0,0,0,0
2001,Humboldt County,Fortuna,4,1,1,6,1
2001,Humboldt County,Trinidad,0,0,0,0,0
2001,Humboldt County,Rio Dell,0,0,0,0,0
2001,Humboldt County,CSU Humboldt (Arcata),1,0,2,3,0
2001,Humboldt County,Union Pacific RR - Humboldt,0,0,0,0,0
2001,Humboldt County,Northern Coast Redwoods DPR,0,0,0,0,0
2001,Humboldt County,CA Highway Patrol - Humboldt,0,0,0,0,0
2001,Imperial County,Imperial Co. Sheriff's Department,2,2,19,23,1
2001,Imperial County,Brawley,4,3,2,9,0
2001,Imperial County,Calexico,3,4,1,8,0
2001,Imperial County,Calipatria,0,0,1,1,0
2001,Imperial County,El Centro,18,2,0,20,0
2001,Imperial County,Holtville,0,0,0,0,0
2001,Imperial County,Imperial,0,0,0,0,0
2001,Imperial County,Westmorland,0,0,0,0,0
2001,Imperial County,Union Pacific RR - Imperial,0,0,0,0,0
2001,Imperial County,CA Highway Patrol - Imperial,0,0,0,0,0
2001,Inyo County,Inyo Co. Sheriff's Department,1,0,2,3,0
2001,Inyo County,Bishop,0,0,0,0,0
2001,Inyo County,Union Pacific RR - Inyo,0,0,0,0,0
2001,Inyo County,CA Highway Patrol - Inyo,0,0,0,0,0
2001,Kern County,Kern Co. Sheriff's Department,123,151,162,436,33
2001,Kern County,Arvin,4,15,3,22,0
2001,Kern County,Bakersfield,116,60,71,247,30
2001,Kern County,Delano,1,4,2,7,0
2001,Kern County,Ridgecrest,7,3,6,16,0
2001,Kern County,Shafter,5,9,4,18,0
2001,Kern County,Taft,2,2,14,18,3
2001,Kern County,California City,6,1,1,8,2
2001,Kern County,Stallion Springs,0,0,0,0,0
2001,Kern County,Bear Valley,0,0,0,0,0
2001,Kern County,Union Pacific RR - Kern,0,1,0,1,0
2001,Kern County,CSU Bakersfield,0,0,0,0,0
2001,Kern County,CA Highway Patrol - Kern,0,0,0,0,0
2001,Kings County,Kings Co. Sheriff's Department,2,1,0,3,2
2001,Kings County,Corcoran,0,1,2,3,0
2001,Kings County,Hanford,5,2,0,7,3
2001,Kings County,Lemoore,2,0,1,3,0
2001,Kings County,Union Pacific RR - Kings,0,0,0,0,0
2001,Kings County,Porterville Developmental Center,0,0,0,0,0
2001,Kings County,Avenal,1,0,3,4,0
2001,Kings County,CA Highway Patrol - Kings,0,0,0,0,0
2001,Lake County,Lake Co. Sheriff's Department,0,0,0,0,0
2001,Lake County,Lakeport,0,0,0,0,0
2001,Lake County,Clearlake,3,1,2,6,0
2001,Lake County,CA Highway Patrol - Lake,0,0,0,0,0
2001,Lassen County,Lassen Co. Sheriff's Department,4,0,0,4,2
2001,Lassen County,Susanville,2,0,0,2,1
2001,Lassen County,Union Pacific RR - Lassen,0,0,0,0,0
2001,Lassen County,CA Highway Patrol - Lassen,0,0,0,0,0
2001,Los Angeles County,Los Angeles Co. Sheriff's Department,134,311,57,502,44
2001,Los Angeles County,Alhambra,15,8,20,43,14
2001,Los Angeles County,Arcadia,1,0,7,8,1
2001,Los Angeles County,Artesia,3,5,0,8,0
2001,Los Angeles County,Avalon,0,0,2,2,1
2001,Los Angeles County,Azusa,8,2,1,11,0
2001,Los Angeles County,Baldwin Park,8,9,2,19,0
2001,Los Angeles County,Bell,0,2,0,2,0
2001,Los Angeles County,Bellflower,10,11,12,33,2
2001,Los Angeles County,Bell Gardens,0,4,1,5,0
2001,Los Angeles County,El Camino College,0,1,0,1,0
2001,Los Angeles County,La Habra Heights,0,0,0,0,0
2001,Los Angeles County,Union Pacific RR - Los Angeles,0,0,0,0,0
2001,Los Angeles County,Metropolitan Trans. Authority (MTA),0,0,0,0,0
2001,Los Angeles County,Long Beach City College,0,0,0,0,0
2015,Contra Costa County,Contra Costa Community College,0,0,1,1,0
2001,Los Angeles County,Westlake Village,1,0,0,1,0
2001,Los Angeles County,Beverly Hills,1,0,1,2,0
2001,Los Angeles County,Bradbury,0,0,0,0,0
2001,Los Angeles County,Burbank,3,6,1,10,8
2001,Los Angeles County,Claremont,2,0,2,4,1
2001,Los Angeles County,Commerce,3,14,0,17,0
2001,Los Angeles County,Compton,31,109,4,144,6
2001,Los Angeles County,Covina,4,0,1,5,0
2001,Los Angeles County,Cudahy,0,0,0,0,0
2001,Los Angeles County,Culver City,1,1,1,3,1
2001,Los Angeles County,Cerritos,5,6,2,13,0
1995,Los Angeles County,Lanterman Developmental Center,0,0,0,0,0
2001,Los Angeles County,Agoura Hills,1,1,3,5,2
2001,Los Angeles County,West Hollywood,3,1,0,4,2
2001,Los Angeles County,Santa Clarita,7,16,30,53,12
2001,Los Angeles County,Diamond Bar,1,4,12,17,0
2001,Los Angeles County,Downey,5,6,11,22,0
2001,Los Angeles County,Duarte,1,0,0,1,0
2001,Los Angeles County,El Monte,14,15,11,40,9
2001,Los Angeles County,El Segundo,1,0,0,1,0
2001,Los Angeles County,Gardena,3,0,1,4,1
2001,Los Angeles County,Glendale,21,14,11,46,4
2001,Los Angeles County,Glendora,5,1,1,7,0
2001,Los Angeles County,Hawaiian Gardens,0,6,2,8,1
2001,Los Angeles County,Hawthorne,5,3,0,8,1
2001,Los Angeles County,Hermosa Beach,3,0,0,3,2
2001,Los Angeles County,Calabasas,0,1,1,2,2
2001,Los Angeles County,Malibu,1,3,1,5,1
2001,Los Angeles County,Los Angeles Transit Serv. Bureau,0,0,0,0,0
2001,Los Angeles County,Hidden Hills,0,0,0,0,0
2001,Los Angeles County,Huntington Park,4,5,5,14,4
2001,Los Angeles County,Industry,1,3,1,5,0
2001,Los Angeles County,Inglewood,10,18,8,36,3
2001,Los Angeles County,Irwindale,0,3,1,4,0
2001,Los Angeles County,Lakewood,5,10,2,17,1
2001,Los Angeles County,La Mirada,1,5,0,6,3
2001,Los Angeles County,La Puente,5,2,1,8,1
2001,Los Angeles County,La Verne,3,3,1,7,2
2001,Los Angeles County,Lawndale,5,3,0,8,0
2001,Los Angeles County,Lomita,2,2,1,5,0
2001,Los Angeles County,Long Beach,103,112,52,267,28
2001,Los Angeles County,Los Angeles,605,834,909,2348,6
2001,Los Angeles County,Lynwood,12,28,3,43,1
2001,Los Angeles County,Manhattan Beach,1,2,0,3,0
2001,Los Angeles County,Maywood,1,1,1,3,0
2001,Los Angeles County,Monrovia,3,6,3,12,2
2001,Los Angeles County,Montebello,8,5,20,33,0
2001,Los Angeles County,Monterey Park,2,0,0,2,3
2001,Los Angeles County,Norwalk,6,14,1,21,1
2001,Los Angeles County,Palmdale,15,21,7,43,12
2001,Los Angeles County,Palos Verdes Estates,1,1,0,2,0
2001,Los Angeles County,Paramount,12,27,0,39,2
2001,Los Angeles County,Pasadena,10,9,27,46,10
2001,Los Angeles County,Pico Rivera,7,11,1,19,0
2001,Los Angeles County,Pomona,10,16,1,27,3
2001,Los Angeles County,Redondo Beach,1,1,0,2,1
2001,Los Angeles County,Rolling Hills,0,0,0,0,0
2001,Los Angeles County,Rolling Hills Estates,1,1,0,2,0
2001,Los Angeles County,Rosemead,6,4,1,11,1
2001,Los Angeles County,San Dimas,1,1,3,5,0
2001,Los Angeles County,San Fernando,4,2,0,6,1
2001,Los Angeles County,San Gabriel,3,4,1,8,2
2001,Los Angeles County,San Marino,0,0,1,1,0
2001,Los Angeles County,Santa Fe Springs,2,1,1,4,0
2001,Los Angeles County,Santa Monica,15,12,17,44,1
2001,Los Angeles County,Sierra Madre,0,0,0,0,0
2001,Los Angeles County,Signal Hill,1,1,0,2,0
2001,Los Angeles County,South El Monte,1,3,1,5,2
2001,Los Angeles County,South Gate,4,9,0,13,0
2001,Los Angeles County,South Pasadena,3,2,1,6,0
2001,Los Angeles County,Temple City,1,2,2,5,0
2001,Los Angeles County,Torrance,9,8,9,26,16
2001,Los Angeles County,Vernon,4,9,1,14,2
2001,Los Angeles County,Walnut,2,2,1,5,0
2001,Los Angeles County,West Covina,5,6,35,46,0
2001,Los Angeles County,Whittier,3,2,3,8,1
2001,Los Angeles County,Carson,18,36,4,58,1
2001,Los Angeles County,Cal Poly - Pomona,0,0,0,0,0
2001,Los Angeles County,Rancho Palos Verdes,0,1,3,4,0
2001,Los Angeles County,CSU Dominguez Hills,0,0,0,0,0
2001,Los Angeles County,CSU Long Beach,0,0,0,0,0
2001,Los Angeles County,CSU Los Angeles,0,0,0,0,0
2001,Los Angeles County,CSU Northridge,0,0,0,0,0
2001,Los Angeles County,La Canada-Flintridge,2,1,0,3,0
2001,Los Angeles County,Lancaster,31,12,12,55,17
2001,Los Angeles County,UC Los Angeles,0,0,1,1,0
2001,Los Angeles County,CA Highway Patrol - Los Angeles,0,0,0,0,0
2001,Madera County,Madera Co. Sheriff's Department,5,4,2,11,3
2001,Madera County,Chowchilla,2,0,8,10,0
2001,Madera County,Madera,2,1,0,3,0
2001,Madera County,Union Pacific RR - Madera,0,0,0,0,0
2001,Madera County,CA Highway Patrol - Madera,0,0,0,0,0
2001,Marin County,Marin Co. Sheriff's Department,3,1,0,4,2
2001,Marin County,Belvedere,0,0,0,0,0
2001,Marin County,Fairfax,0,0,0,0,0
2001,Marin County,Twin Cities,2,1,1,4,0
2001,Marin County,Mill Valley,1,0,0,1,1
2001,Marin County,Novato,10,0,22,32,6
2001,Marin County,Ross,0,0,0,0,0
2001,Marin County,San Anselmo,1,0,0,1,0
2001,Marin County,San Rafael,1,3,2,6,1
2001,Marin County,Sausalito,0,0,0,0,0
2001,Marin County,Tiburon,0,0,0,0,0
2001,Marin County,Union Pacific RR - Marin,0,0,0,0,0
2001,Marin County,Marin Community College,0,0,0,0,0
2001,Marin County,Marin DPR,0,1,1,2,0
2001,Marin County,CA Highway Patrol - Marin,0,0,0,0,0
2001,Mariposa County,Mariposa Co. Sheriff's Department,0,3,2,5,3
2001,Mariposa County,CA Highway Patrol - Mariposa,0,0,0,0,0
2001,Mendocino County,Mendocino Co. Sheriff's Department,8,5,5,18,5
2001,Mendocino County,Fort Bragg,5,5,2,12,3
2001,Mendocino County,Ukiah,9,0,12,21,5
2001,Mendocino County,Willits,1,1,0,2,1
2001,Mendocino County,Mendocino DPR,0,0,0,0,0
2001,Mendocino County,Union Pacific RR - Mendocino,0,0,0,0,0
2001,Mendocino County,CA Highway Patrol - Mendocino,0,0,0,0,0
2001,Merced County,Merced Co. Sheriff's Department,8,6,3,17,2
2001,Merced County,Atwater,3,1,4,8,1
2001,Merced County,Dos Palos,0,0,0,0,0
2001,Merced County,Gustine,1,0,0,1,1
2001,Merced County,Livingston,0,0,0,0,0
2001,Merced County,Los Banos,0,0,0,0,0
2001,Merced County,Merced,34,11,3,48,7
2001,Merced County,Union Pacific RR - Merced,0,0,0,0,0
2001,Merced County,Four Rivers DPR,0,1,0,1,0
2001,Merced County,CA Highway Patrol - Merced,0,0,0,0,0
2001,Modoc County,Modoc Co. Sheriff's Department,0,0,0,0,0
2001,Modoc County,Alturas,0,0,0,0,0
2001,Modoc County,Union Pacific RR - Modoc,0,0,0,0,0
2001,Modoc County,CA Highway Patrol - Modoc,0,0,0,0,0
2001,Mono County,Mono Co. Sheriff's Department,0,0,1,1,0
2001,Mono County,Mammoth Lakes,1,0,0,1,0
2001,Mono County,CA Highway Patrol - Mono,0,0,0,0,0
2001,Monterey County,Monterey Co. Sheriff's Department,6,10,6,22,3
2001,Monterey County,Carmel,0,0,1,1,1
2001,Monterey County,Del Rey Oaks,0,0,0,0,0
2001,Monterey County,Gonzales,0,2,2,4,2
2001,Monterey County,Greenfield,0,1,0,1,0
2001,Monterey County,King City,10,10,5,25,0
2001,Monterey County,Monterey,0,0,0,0,0
2001,Monterey County,Pacific Grove,0,0,1,1,0
2001,Monterey County,Salinas,13,23,17,53,9
2001,Monterey County,Sand City,1,0,0,1,0
2001,Monterey County,Seaside,3,6,2,11,3
2001,Monterey County,Soledad,0,0,1,1,0
2001,Monterey County,Marina,1,1,0,2,1
2001,Monterey County,Monterey Airport,0,0,0,0,0
2001,Monterey County,Union Pacific RR - Monterey,0,0,0,0,0
2001,Monterey County,Monterey DPR,0,0,0,0,0
2001,Monterey County,CSU Monterey Bay,0,0,3,3,0
2001,Monterey County,CA Highway Patrol - Monterey,0,0,0,0,0
2001,Napa County,Napa Co. Sheriff's Department,1,2,0,3,0
2001,Napa County,Calistoga,0,0,0,0,0
2001,Napa County,Napa,4,8,31,43,0
2001,Napa County,St. Helena,0,0,0,0,0
2001,Napa County,Union Pacific RR - Napa,0,0,0,0,0
1996,Los Angeles County,Lanterman Developmental Center,0,0,0,0,0
2001,Napa County,American Canyon,0,5,0,5,0
2001,Napa County,Yountville,0,0,0,0,0
2001,Napa County,CA Highway Patrol - Napa,0,0,0,0,0
2001,Nevada County,Nevada Co. Sheriff's Department,2,2,0,4,1
2001,Nevada County,Grass Valley,4,0,0,4,2
2001,Nevada County,Nevada City,1,0,0,1,0
2001,Nevada County,Union Pacific RR - Nevada,0,0,0,0,0
2001,Nevada County,CA Highway Patrol - Nevada,0,0,0,0,0
2001,Orange County,Orange Co. Sheriff's Department,5,4,2,11,0
2001,Orange County,Anaheim,21,17,9,47,4
2001,Orange County,Brea,5,1,5,11,1
2001,Orange County,Buena Park,5,4,3,12,1
2001,Orange County,Costa Mesa,4,6,5,15,6
2001,Orange County,Cypress,2,2,2,6,0
2001,Orange County,La Palma,1,0,0,1,0
2001,Orange County,Fountain Valley,3,4,7,14,2
2001,Orange County,Fullerton,11,6,8,25,0
2001,Orange County,Garden Grove,8,18,12,38,6
2001,Orange County,Huntington Beach,40,6,2,48,23
2001,Orange County,Laguna Beach,0,0,2,2,0
2001,Orange County,La Habra,5,5,6,16,3
2001,Orange County,Los Alamitos,0,0,2,2,1
2001,Orange County,Newport Beach,6,1,0,7,1
2001,Orange County,Orange,14,4,19,37,3
2001,Orange County,Placentia,1,2,1,4,0
2001,Orange County,San Clemente,5,0,4,9,0
2001,Orange County,San Juan Capistrano,2,0,1,3,0
2001,Orange County,Santa Ana,30,50,123,203,2
2001,Orange County,Seal Beach,1,0,0,1,0
2001,Orange County,Stanton,4,7,4,15,1
2001,Orange County,Tustin,0,1,4,5,0
2001,Orange County,Villa Park,0,0,0,0,0
2001,Orange County,Westminster,4,1,1,6,0
2001,Orange County,Yorba Linda,3,0,10,13,0
2001,Orange County,Irvine,5,0,2,7,0
2001,Orange County,CSU Fullerton,0,0,0,0,0
2001,Orange County,Union Pacific RR - Orange,0,0,0,0,0
2001,Orange County,Orange Coast DPR,0,0,0,0,0
2001,Orange County,Fairview Developmental Center,0,0,0,0,0
2001,Orange County,Mission Viejo,2,2,2,6,0
2001,Orange County,Dana Point,5,0,0,5,0
2001,Orange County,Laguna Niguel,0,0,2,2,0
2001,Orange County,Laguna Hills,0,0,4,4,1
2001,Orange County,Lake Forest,5,2,2,9,0
2001,Orange County,Laguna Woods,0,0,0,0,0
2001,Orange County,Rancho Santa Margarita,0,0,1,1,0
2001,Orange County,Aliso Viejo,0,1,0,1,0
2001,Orange County,UC Irvine,2,0,1,3,1
2001,Orange County,CA Highway Patrol - Orange,0,0,0,0,0
2001,Placer County,Placer Co. Sheriff's Department,4,1,11,16,2
2001,Placer County,Auburn,1,0,1,2,1
2001,Placer County,Lincoln,0,0,2,2,2
2001,Placer County,Rocklin,3,1,3,7,2
2001,Placer County,Roseville,5,4,5,14,1
2001,Placer County,Sierra DPR,0,0,0,0,0
2001,Placer County,Union Pacific RR - Placer,0,0,0,0,0
2001,Placer County,CA Highway Patrol - Placer,0,0,0,0,0
2001,Plumas County,Plumas Co. Sheriff's Department,3,1,2,6,4
2001,Plumas County,Union Pacific RR - Plumas,0,0,0,0,0
2001,Plumas County,CA Highway Patrol - Plumas,0,0,0,0,0
2001,Riverside County,Riverside Co. Sheriff's Department,24,38,16,78,6
2001,Riverside County,Banning,0,0,0,0,0
2001,Riverside County,Beaumont,0,0,0,0,0
2001,Riverside County,Blythe,6,0,16,22,4
2001,Riverside County,Coachella,1,3,1,5,1
2001,Riverside County,Desert Hot Springs,0,0,0,0,0
2001,Riverside County,Hemet,7,5,51,63,1
2001,Riverside County,Indio,0,0,0,0,0
2001,Riverside County,Norco,2,3,0,5,1
2001,Riverside County,Palm Springs,8,10,17,35,2
2001,Riverside County,Perris,1,1,1,3,1
2001,Riverside County,Riverside,64,62,94,220,24
2001,Riverside County,San Jacinto,1,0,0,1,1
2001,Riverside County,Corona,6,3,12,21,2
2001,Riverside County,Indian Wells,0,1,0,1,0
2001,Riverside County,Rancho Mirage,1,0,0,1,0
2001,Riverside County,Palm Desert,1,0,0,1,0
2001,Riverside County,Union Pacific RR - Riverside,0,0,0,0,0
2001,Riverside County,Inland Empire DPR,0,0,0,0,0
2001,Riverside County,Cathedral City,0,0,0,0,0
2001,Riverside County,Lake Elsinore,1,0,0,1,0
2001,Riverside County,La Quinta,2,5,2,9,0
2001,Riverside County,Moreno Valley,9,10,2,21,3
2001,Riverside County,Temecula,5,2,2,9,0
2001,Riverside County,Calimesa,1,2,1,4,0
2001,Riverside County,Canyon Lake,1,0,0,1,0
2001,Riverside County,Murrieta,3,1,4,8,2
2001,Riverside County,Riverside Community College,0,0,0,0,0
2001,Riverside County,UC Riverside,0,0,1,1,0
2001,Riverside County,CA Highway Patrol - Riverside,0,0,0,0,0
1994,Sacramento County,Gold Fields DPR,0,0,0,0,0
1995,Sacramento County,Gold Fields DPR,0,0,0,0,0
1996,Sacramento County,Gold Fields DPR,0,0,0,0,0
1997,Sacramento County,Gold Fields DPR,0,1,0,1,0
1998,Sacramento County,Gold Fields DPR,0,0,2,2,1
1999,Sacramento County,Gold Fields DPR,0,0,0,0,0
2000,Sacramento County,Gold Fields DPR,1,0,0,1,0
2001,Sacramento County,Gold Fields DPR,0,0,3,3,0
2002,Sacramento County,Gold Fields DPR,0,0,0,0,0
2003,Sacramento County,Gold Fields DPR,0,0,5,5,0
2004,Sacramento County,Gold Fields DPR,1,0,2,3,1
2005,Sacramento County,Gold Fields DPR,0,0,0,0,0
2006,Sacramento County,Gold Fields DPR,0,0,4,4,0
2007,Sacramento County,Gold Fields DPR,0,1,1,2,0
2001,San Benito County,San Benito Co. Sheriff's Department,1,0,1,2,0
2001,San Benito County,Hollister,5,7,2,14,1
2001,San Benito County,Union Pacific RR - San Benito,0,0,0,0,0
2001,San Benito County,Hollister Hills DPR,0,0,0,0,0
2001,San Benito County,CA Highway Patrol - San Benito,0,0,0,0,0
2001,San Bernardino County,San Bernardino Co. Sheriff's Department,50,65,23,138,26
2001,San Bernardino County,Barstow,10,2,0,12,3
2001,San Bernardino County,Chino,5,5,27,37,2
2001,San Bernardino County,Colton,9,2,20,31,11
2001,San Bernardino County,Fontana,13,19,7,39,6
2001,San Bernardino County,Montclair,1,2,2,5,2
2001,San Bernardino County,Needles,1,2,3,6,2
2001,San Bernardino County,Ontario,26,34,35,95,20
2001,San Bernardino County,Redlands,7,0,9,16,6
2001,San Bernardino County,Rialto,17,11,4,32,5
2001,San Bernardino County,San Bernardino,78,34,27,139,13
2001,San Bernardino County,Upland,3,6,37,46,3
2001,San Bernardino County,Victorville,5,17,2,24,6
2001,San Bernardino County,Adelanto,0,0,0,0,0
2001,San Bernardino County,CSU San Bernardino,0,0,1,1,0
2001,San Bernardino County,Rancho Cucamonga,8,8,20,36,26
2001,San Bernardino County,Big Bear,0,0,0,0,0
2001,San Bernardino County,Grand Terrace,1,0,0,1,0
2001,San Bernardino County,Loma Linda,4,3,1,8,2
2001,San Bernardino County,San Bernardino Unified School,1,0,1,2,2
2001,San Bernardino County,Highland,3,9,5,17,6
2001,San Bernardino County,Twentynine Palms,10,2,2,14,3
2001,San Bernardino County,Hesperia,5,6,7,18,3
2001,San Bernardino County,Apple Valley,7,2,3,12,4
2001,San Bernardino County,Yucaipa,2,2,3,7,1
2001,San Bernardino County,San Bernardino College,0,0,0,0,0
2001,San Bernardino County,Chino Hills,4,1,2,7,2
2001,San Bernardino County,Yucca Valley,2,2,7,11,2
2001,San Bernardino County,Fontana Unified School,7,1,9,17,3
2001,San Bernardino County,Union Pacific RR - San Bernardino,0,0,0,0,0
2001,San Bernardino County,CA Highway Patrol - San Bernardino,0,0,0,0,0
2001,San Diego County,San Diego Co. Sheriff's Department,36,27,9,72,21
2001,San Diego County,Carlsbad,6,3,2,11,2
2001,San Diego County,Chula Vista,23,30,5,58,10
2001,San Diego County,Coronado,1,0,0,1,0
2001,San Diego County,Del Mar,0,0,0,0,0
2001,San Diego County,El Cajon,9,11,7,27,6
2001,San Diego County,Escondido,11,10,2,23,5
