ID,YEAR,MONTH,DAY,DAPR,DASF,MDPR,MDSF,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WT01,WT03,WT04,WT05,WT06,WT11
USC00041990,1959,5,9,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,6,1,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,6,10,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,6,11,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,6,12,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,6,13,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,6,14,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,6,15,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,6,16,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,6,17,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,6,18,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,6,19,,,,,0.0,0.0,0.0,,,,,1.0,,,,
USC00041990,1959,6,2,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,6,20,,,,,18.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,6,21,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,6,22,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,6,23,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,6,24,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,6,25,,,,,13.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,6,26,,,,,3.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,6,27,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,6,28,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,6,29,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,6,3,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,6,30,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,6,31,,,,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,
USC00041990,1959,6,4,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,6,5,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,6,6,,,,,15.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,6,7,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,6,8,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,6,9,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,7,1,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,7,10,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,7,11,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,7,12,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,7,13,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,7,14,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,7,15,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,7,16,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,7,17,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,7,18,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,7,19,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,7,2,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,7,20,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,7,21,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,7,22,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,7,23,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,7,24,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,7,25,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,7,26,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,7,27,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,7,28,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,7,29,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,7,3,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,7,30,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,7,31,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,7,4,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,7,5,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,7,6,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,7,7,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,7,8,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,7,9,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,8,1,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,8,10,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,8,11,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,8,12,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,8,13,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,8,14,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,8,15,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,8,16,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,8,17,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,8,18,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,8,19,,,,,20.0,0.0,0.0,,,,,1.0,,,,
USC00041990,1959,8,2,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,8,20,,,,,292.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,8,21,,,,,5.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,8,22,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,8,23,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,8,24,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,8,25,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,8,26,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,8,27,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,8,28,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,8,29,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,8,3,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,8,30,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,8,31,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,8,4,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,8,5,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,8,6,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,8,7,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,8,8,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,8,9,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,9,1,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,9,10,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,9,11,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,9,12,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,9,13,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,9,14,,,,,0.0,0.0,0.0,,,,,1.0,,,,
USC00041990,1959,9,15,,,,,91.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,9,16,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,9,17,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,9,18,,,,,20.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,9,19,,,,,3.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,9,2,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,9,20,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,9,21,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,9,22,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,9,23,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,9,24,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,9,25,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,9,26,,,,,8.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,9,27,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,9,28,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,9,29,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,9,3,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,9,30,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,9,31,,,,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,
USC00041990,1959,9,4,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,9,5,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,9,6,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,9,7,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,9,8,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,9,9,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,
USC00041990,1959,10,1,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,10,10,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,10,11,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,10,12,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,10,13,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,10,14,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,10,15,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,10,16,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,10,17,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,10,18,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,10,19,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,10,2,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,10,20,,,,,5.0,0.0,0.0,,,,,,,,,
USC00041990,1959,10,21,,,,,33.0,0.0,0.0,,,,,,,,,
USC00041990,1959,10,22,,,,,8.0,0.0,0.0,,,,,,,,,
USC00041990,1959,10,23,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,10,24,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,10,25,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,10,26,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,10,27,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,10,28,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,10,29,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,10,3,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,10,30,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,10,31,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,10,4,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,10,5,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,10,6,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,10,7,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,10,8,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,10,9,,,,,38.0,0.0,0.0,,,,,,,,,
USC00041990,1959,11,1,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,11,10,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,11,11,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,11,12,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,11,13,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,11,14,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,11,15,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,11,16,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,11,17,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,11,18,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,11,19,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,11,2,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,11,20,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,11,21,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,11,22,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,11,23,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,11,24,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,11,25,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,11,26,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,11,27,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,11,28,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,11,29,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,11,3,,,,,5.0,0.0,0.0,,,,,,,,,
USC00041990,1959,11,30,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,11,31,,,,,-9999.0,-9999.0,-9999.0,,,,,,,,,
USC00041990,1959,11,4,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,11,5,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,11,6,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,11,7,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,11,8,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,11,9,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,12,1,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,12,10,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,12,11,,,,,8.0,0.0,0.0,,,,,,,,,
USC00041990,1959,12,12,,,,,94.0,102.0,76.0,,,,,,,,,
USC00041990,1959,12,13,,,,,13.0,13.0,51.0,,,,,,,,,
USC00041990,1959,12,14,,,,,0.0,0.0,51.0,,,,,,,,,
USC00041990,1959,12,15,,,,,0.0,0.0,51.0,,,,,,,,,
USC00041990,1959,12,16,,,,,0.0,0.0,25.0,,,,,,,,,
USC00041990,1959,12,17,,,,,0.0,0.0,25.0,,,,,,,,,
USC00041990,1959,12,18,,,,,0.0,0.0,25.0,,,,,,,,,
USC00041990,1959,12,19,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,12,2,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,12,20,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,12,21,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,12,22,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,12,23,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,12,24,,,,,137.0,0.0,0.0,,,,,,,,,
USC00041990,1959,12,25,,,,,25.0,0.0,0.0,,,,,,,,,
USC00041990,1959,12,26,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,12,27,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,12,28,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,12,29,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,12,3,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,12,30,,,,,5.0,13.0,0.0,,,,,,,,,
USC00041990,1959,12,31,,,,,25.0,76.0,76.0,,,,,,,,,
USC00041990,1959,12,4,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,12,5,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,12,6,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,12,7,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,12,8,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1959,12,9,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,1,1,,,,,0.0,0.0,51.0,,,,,,,,,
USC00041990,1960,1,10,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,1,11,,,,,56.0,0.0,0.0,,,,,,,,,
USC00041990,1960,1,12,,,,,10.0,25.0,0.0,,,,,,,,,
USC00041990,1960,1,13,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,1,14,,,,,5.0,0.0,0.0,,,,,,,,,
USC00041990,1960,1,15,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,1,16,,,,,8.0,13.0,0.0,,,,,,,,,
USC00041990,1960,1,17,,,,,36.0,25.0,0.0,,,,,,,,,
USC00041990,1960,1,18,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,1,19,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,1,2,,,,,5.0,0.0,51.0,,,,,,,,,
USC00041990,1960,1,20,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,1,21,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,1,22,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,1,23,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,1,24,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,1,25,,,,,8.0,0.0,0.0,,,,,,,,,
USC00041990,1960,1,26,,,,,13.0,0.0,0.0,,,,,,,,,
USC00041990,1960,1,27,,,,,56.0,0.0,0.0,,,,,,,,,
USC00041990,1960,1,28,,,,,10.0,0.0,0.0,,,,,,,,,
USC00041990,1960,1,29,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,1,3,,,,,0.0,0.0,25.0,,,,,,,,,
USC00041990,1960,1,30,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,1,31,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,1,4,,,,,0.0,0.0,25.0,,,,,,,,,
USC00041990,1960,1,5,,,,,0.0,0.0,25.0,,,,,,,,,
USC00041990,1960,1,6,,,,,0.0,0.0,25.0,,,,,,,,,
USC00041990,1960,1,7,,,,,81.0,25.0,51.0,,,,,,,,,
USC00041990,1960,1,8,,,,,91.0,0.0,51.0,,,,,,,,,
USC00041990,1960,1,9,,,,,0.0,0.0,25.0,,,,,,,,,
USC00041990,1960,2,1,,,,,56.0,0.0,0.0,,,,,,,,,
USC00041990,1960,2,10,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,2,11,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,2,12,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,2,13,,,,,58.0,0.0,0.0,,,,,,,,,
USC00041990,1960,2,14,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,2,15,,,,,10.0,0.0,0.0,,,,,,,,,
USC00041990,1960,2,16,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,2,17,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,2,18,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,2,19,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,2,2,,,,,107.0,0.0,0.0,,,,,,,,,
USC00041990,1960,2,20,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,2,21,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,2,22,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,2,23,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,2,24,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,2,25,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,2,26,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,2,27,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,2,28,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,2,29,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,2,3,,,,,30.0,0.0,0.0,,,,,,,,,
USC00041990,1960,2,30,,,,,-9999.0,-9999.0,-9999.0,,,,,,,,,
USC00041990,1960,2,31,,,,,-9999.0,-9999.0,-9999.0,,,,,,,,,
USC00041990,1960,2,4,,,,,3.0,0.0,0.0,,,,,,,,,
USC00041990,1960,2,5,,,,,5.0,0.0,0.0,,,,,,,,,
USC00041990,1960,2,6,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,2,7,,,,,356.0,0.0,0.0,,,,,,,,,
USC00041990,1960,2,8,,,,,302.0,0.0,0.0,,,,,,,,,
USC00041990,1960,2,9,,,,,300.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,1,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,10,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,11,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,12,,,,,69.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,13,,,,,23.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,14,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,15,,,,,8.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,16,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,17,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,18,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,19,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,2,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,20,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,21,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,22,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,23,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,24,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,25,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,26,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,27,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,28,,,,,84.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,29,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,3,,,,,30.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,30,,,,,165.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,31,,,,,25.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,4,,,,,112.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,5,,,,,97.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,6,,,,,81.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,7,,,,,124.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,8,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,3,9,,,,,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,4,1,-9999.0,-9999.0,-9999.0,-9999.0,36.0,0.0,0.0,,,,,,,,,
USC00041990,1960,4,10,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,4,11,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,4,12,-9999.0,-9999.0,-9999.0,-9999.0,84.0,0.0,0.0,,,,,,,,,
USC00041990,1960,4,13,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,0.0,,,,,,,,,
USC00041990,1960,4,14,-9999.0,-9999.0,-9999.0,-9999.0,53.0,0.0,0.0,,,,,,,,,
